"","Id","Day274","Day286","Day304"
"1",10473,10.8936646688388,35.6379041509627,7.70369915145104
"2",10474,11.0995482059946,38.0979777485069,7.68126092225689
"3",10475,11.0995482059946,36.3763845916309,7.68608797771128
"4",10476,11.0995482059946,35.1360080192074,7.84376054099753
"5",10477,11.0995482059946,32.2172700779958,7.69531052193746
"6",10478,11.0995482059946,32.2172700779958,7.95827731315249
"7",10479,11.0995482059946,32.2172700779958,7.63105428228105
"8",10480,9.70206445842864,31.797168186128,5.86013399539428
"9",10481,8.67459884825069,25.708471237199,5.20611428091791
"10",10482,6.82405911290619,17.1712663717975,5.33414127789756
"11",10483,7.15676366054192,17.9667904732549,4.53958545174871
"12",10484,11.8020705716193,19.8439463841533,3.47412607136308
"13",10485,11.1231416554564,22.2847396642727,3.5800507338242
"14",10486,9.29452965708196,29.5781470903135,3.36620514943835
"15",10487,9.19287883486909,28.9214333914614,2.78662872231525
"16",10488,8.9632511091561,29.1704237193678,3.21365094724031
"17",10489,9.19287883486909,31.5244046081759,2.73367032096771
"18",10490,6.89285128269988,32.6087405361136,2.46489037474313
"19",10491,6.88751545076176,31.9989720502391,2.51813198327385
"20",10492,6.26749438723366,29.5561960643749,2.10195705833
"21",10493,7.08053991474185,23.1453180538124,1.58519979516097
"22",10494,6.33584102016854,25.0521160234818,2.17108694404486
"23",10495,5.47769543857049,27.8911832187753,2.684690131335
"24",10496,4.9709072058158,28.0108923809042,2.33899283043528
"25",10497,3.4704795162773,26.5450951533043,3.20413830124847
"26",10498,3.57659085374956,26.0543368497805,3.34025510800688
"27",10499,3.97505717612863,27.2550802948068,3.06569850282855
"28",10500,3.75763923485122,28.533694623089,3.23866757785334
"29",10501,3.845469259915,28.7644015447613,3.28175443387259
"30",10502,3.3382362077504,28.9813724705011,2.87532836093053
"31",10503,3.62931384656302,28.8146853634851,3.11195592029254
"32",10504,3.72913814909904,29.5613316895932,3.27857977089653
"33",10505,4.35666845748704,25.2960271096443,2.12475865777597
"34",10506,3.06723659985851,27.0459858362012,3.71422805483256
"35",10507,2.84673364668163,27.8190863451379,2.8538447474951
"36",10508,3.46380325703668,25.9213120297905,2.30193478564851
"37",10509,3.44171904335472,26.3624632396077,2.26352159482707
"38",10510,3.38352179131282,24.587731101768,2.72357373286188
"39",10511,2.71533633469303,23.8778148392659,2.76787366846393
"40",10512,1.15531634414887,23.0250479073692,2.56353267868615
"41",10513,2.73286014771191,23.8793244339396,2.02340244328335
"42",10514,2.96813110177491,27.6701352406928,2.76531920544214
"43",10515,2.97688494987568,27.9335199069979,2.74897234518718
"44",10516,3.08231473868147,36.2652596850987,4.26647769972374
"45",10517,2.90958409583743,35.8512104672051,2.65712569801579
"46",10518,2.55896400361108,32.9660327769218,2.0746868863952
"47",10519,4.08426587939519,34.9220556421985,4.52348380395062
"48",10520,2.4738773751721,29.7183916847465,2.0446915311473
"49",10521,2.24465226136136,29.7696454170849,2.51704321603093
"50",10522,1.88450946634459,26.5068128082793,3.2849529723677
"51",10523,2.52881202030128,28.1009440643304,1.77154225209655
"52",10524,2.84811438287889,28.5980120650822,3.14082123553988
"53",10525,3.10978436495464,28.5132832692273,2.40813129345986
"54",10526,3.33947649670995,27.7149905794068,2.07788460163338
"55",10527,3.77852911436933,29.1388840730294,1.94914993545225
"56",10528,4.66567262733851,31.2536054714232,4.48770231118347
"57",10529,5.69013953701685,34.2641722877168,5.98485941506143
"58",10530,5.48688492464622,31.0978381487052,5.13482384115512
"59",10531,6.78725265172573,32.9294961580951,5.07142055698625
"60",10532,6.01643284967786,31.0510900243746,1.86640984394458
"61",10533,5.55901910038651,31.030703915682,2.27490882042087
"62",10534,4.64245576716506,30.7968799716712,3.4275537068239
"63",10535,5.30457729022802,30.8363157551852,2.12031868789293
"64",10536,4.71442246845728,29.8452159816719,2.97139987799221
"65",10537,5.95948752508415,28.8310612898064,2.29515903633522
"66",10538,6.66524052992258,29.5712539667676,3.24377952782894
"67",10539,6.64398106807512,35.4277028797163,5.10160511509579
"68",10540,5.40077737942601,32.7279053109747,3.98439458987444
"69",10541,4.88102716270449,33.7656267957478,3.64931182345816
"70",10709,10.8936646688388,33.9163109940867,7.66057713079099
"71",10710,10.8936646688388,38.0979777485069,7.65936812948171
"72",10711,10.8936646688388,36.3763845916309,7.53746528867091
"73",10712,10.8936646688388,35.1487826785387,7.72993989766497
"74",10713,11.0995482059946,32.2172700779958,8.00652330057396
