"stations","MAE","MSE","RMSE","NSE","Bias","R2"
1131,3.35660060352483,23.2405326541384,4.82084356250422,0.183912791995364,-3.08561773874097,0.59703492587807
4853,3.41661258229506,25.2193315362179,5.02188525717364,0.44533313661607,-1.89457203198448,0.603082822751051
5361,3.56640559868674,21.3700765336925,4.62277801042756,-0.456944323060963,-3.26578355025394,0.531522809975746
6968,2.47358493364452,14.5223669442217,3.81082234487803,0.448209015469611,-2.22860562566961,0.820483285231574
14069,2.10843546045128,10.0565705357968,3.17120963289984,0.786870775139562,0.929622819057716,0.816632573838372
14301,2.02561454683918,9.73759240255258,3.12051156103492,0.810154915231958,-0.704603579482841,0.823617648717908
17814,2.02422533420584,7.99004319123806,2.826666444991,0.841256866736876,-1.29938617248636,0.873706579021195
18169,4.07542826301523,41.6721957202008,6.45540050811728,0.600009075627143,2.16774774938697,0.73162879834358
22168,3.87457199998798,38.9008175066048,6.23705198844813,0.581994567483895,3.24866348945946,0.726128601334562
23072,2.99939439329445,14.6503785360394,3.82758129058541,0.71044676397084,-2.25313160178818,0.829922431440943
23278,1.86063617746448,7.91125462594407,2.81269526005646,0.822975796120987,-0.561369763200003,0.854424332046757
24661,1.41322091849403,4.66907928647219,2.16080524029173,0.926336453139087,-0.261155962656822,0.933593104382967
25349,2.372915733887,10.3231218077459,3.2129615322543,0.841144362783395,-0.952400120679857,0.854339535196428
26069,2.23053915020574,8.37963445960516,2.89475982762045,0.880917792893548,1.66713568736415,0.921485227435045
26157,2.71221832265393,20.8151136512596,4.56235834314443,0.744123899336498,1.63584478264609,0.801087644014831
26539,2.97381326909584,13.3623799724209,3.65545892774367,0.821358376234117,2.31617385395646,0.892736671565135
27953,4.13499558495121,20.8231877530709,4.56324311790101,0.672384743537067,-3.86757352230381,0.907407528674164
29629,3.04769562864037,28.5212854193617,5.34053231610499,0.685795951239338,2.70736453581617,0.790208376409802
30168,2.20663839408641,12.448103687774,3.52818702562294,0.815114959873764,1.0570843074421,0.855618025473872
30308,1.67883348369744,5.59851516618342,2.36611816403649,0.909940642401078,0.631365817717623,0.915885543293092
30766,1.85363763985879,10.9460150571111,3.30847624399981,0.835151200921263,0.7165740142359,0.841725741774465
34095,1.86381106518909,9.64041341553262,3.10490151462693,0.857523473307528,-0.315810257630391,0.863113623695388
34508,2.96616196300214,17.6613681983481,4.20254306323542,0.702016203822286,-2.21939332075784,0.853788924203101
39518,3.46281919007938,24.0408056359259,4.90314242460138,0.657013859205924,2.99006005530779,0.804231004482913
41832,2.1187191355999,9.37776223974851,3.06231321712011,0.834105103950448,-0.385327208078105,0.837884378522091
44333,4.04043158937719,25.7240632623977,5.07188951598886,0.533614606571631,-2.58013384339671,0.675888598473111
45463,2.83601210847627,19.3070844900218,4.39398275941336,0.664868013335891,-0.516856673755857,0.671996462650358
46432,2.43583711046845,8.45136185877138,2.90712260814218,0.813959541935195,-1.69335794542289,0.877111444332137
46903,1.60209175881919,4.0441703146592,2.01101226119067,0.913631341255478,-0.908688808190325,0.932263767909266
47623,2.77403430723153,20.8611561691026,4.56740146791396,0.655473175387462,2.11405143051555,0.735746618701738
48771,3.19252532861275,14.3730207356462,3.79117669538709,0.798507037487979,-2.49744217248913,0.881481967350068
49293,1.87037475156482,9.12390911607052,3.02058092360899,0.680361961257345,-0.328002075880892,0.754116100605608
50936,3.11003441472934,13.4957578861128,3.67365729023719,0.517667438658127,-2.32039459960481,0.767978772981424
55906,8.59675710954883,80.8016685689046,8.9889748341457,-2.72778369446204,8.51377177061048,0.692614035455957
NA,2.82867273006928,17.8842569539913,4.22897823995245,0.705994752490865,0.117386966340337,0.710923067081222
