"stations","MAE","MSE","RMSE","NSE","Bias","R2"
1131,3.09690608795172,14.6384054406099,3.8260169158813,0.2161269643185,2.19759515609633,0.63128289544895
14069,1.8572522411297,9.71752978048808,3.11729526681193,0.7485711443873,0.872251680145511,0.789675315182116
14301,1.96765659033613,8.77418156229441,2.96212450148443,0.764710889854697,0.259432728149009,0.800787530956001
17814,1.83107655044638,13.6890262276951,3.69986840680788,0.753108064354239,-0.497039543482203,0.797784603205339
18169,3.76525643427271,30.3451811711513,5.5086460379254,0.529855533829867,2.89565232975235,0.732206349960818
22168,4.64404552999453,38.6051841766421,6.21330702417337,0.0823217228857948,4.54895393976877,0.708745996131621
23072,2.4032939112603,9.52091097749512,3.08559734532799,0.549116930640658,-1.55827170830924,0.794214131282205
23278,7.01040048007472,54.6170685687982,7.39033616074385,-1.03192727272509,6.88729774360766,0.796110450638098
24661,2.12555529347991,8.40918029994998,2.8998586689613,0.836324445397746,-1.67489706642722,0.910592798549178
25349,2.14226748000873,14.8103528765924,3.84842212817051,0.66100492009162,-0.37728966516629,0.73071523942443
26069,2.54899642837647,10.1778598313264,3.19027582370653,0.832448825780727,2.31310419566373,0.934673770013934
26157,2.36212474668315,13.5590272361601,3.68225844233672,0.547900392556885,1.43608308527698,0.775593536785815
26539,3.8430736507364,19.4974212953339,4.41558844270318,0.579211637391712,3.74271319706029,0.91024182415596
27953,3.8325844105763,19.5863911054639,4.42565148938141,0.553609286973613,-3.55205489678353,0.863210945352521
29629,3.23057708273263,19.272857528158,4.39008627798566,0.548351996378679,3.02872091338026,0.84134471679482
30168,2.90042923249662,14.5978601369748,3.82071461077307,0.598951529262565,-1.48142683189667,0.763759359579219
30308,1.76039142545595,8.56156840294818,2.92601578993487,0.885144588130272,0.9406435898813,0.893759297307316
30766,1.882793343941,17.0473262789238,4.12884079118145,0.695381529554281,-0.244460905941844,0.746930996026218
34095,2.16937380423207,12.3809777046635,3.51866135123337,0.885140933476947,-1.27626526915737,0.886390771261307
34508,8.79152703521625,93.6435448773582,9.67695948515639,-1.12995030562752,7.71985695193983,0.618479877191445
39518,4.16453476955062,118.815266777493,10.9002415926205,0.728958560004033,3.5951683254231,0.765749238642008
41832,3.95340522085105,45.8064172357322,6.76804382637496,0.250094743849137,-3.00813293608582,0.627732334360152
44333,3.6234098149719,26.2404598452484,5.12254427460109,0.23914031824983,-1.91055704524828,0.476912103778523
45463,2.60148014608476,16.7400111900168,4.09145587658193,0.658873415989048,0.0923731386683661,0.680741122134231
46432,3.83360767589997,20.2720175780568,4.50244573293858,0.381842464995022,-3.36579475176152,0.760573990776849
46903,1.89212903050835,8.91296357885094,2.9854586881836,0.76419716332478,-1.11331754775189,0.814011646111609
47623,3.1956217879924,21.4650022580637,4.63303380713584,0.237782391109829,2.71256415019669,0.644969570482788
4853,3.78377571013111,24.1874813356705,4.91807699570376,-0.130905968692077,-2.78737452420185,0.512574339487703
48771,2.34328937066652,9.03363594615016,3.00560076293412,0.90887901638699,-0.910741454856399,0.908176000860301
49293,1.82281532282119,8.55690823902744,2.9252193488741,0.621635146426354,-0.0505045889991189,0.699157748147674
50936,3.11205084087217,15.6288308097531,3.9533316088779,0.297694472899943,-2.42102705936903,0.658997561443409
5361,2.63826988574767,13.511961526066,3.67586201129286,0.631227761131639,-1.71121855434719,0.646856931018303
55906,4.53877036684138,28.6013324582265,5.34802135917823,-0.299118437712305,-4.18485765375033,0.542597195054644
6968,15.2788487586041,243.85736781005,15.6159331392668,-13.3325708004769,15.2621070206735,0.618023444926321
NA,3.51242299862148,30.2199857707213,5.49727075654104,0.494070021089257,0.772157423313782,0.569382623179957
