"","X","Y","Id"
"1",-123.494279661017,36.8045081967213,1
"2",-123.482838983051,36.8045081967213,2
"3",-123.471398305085,36.8045081967213,3
"4",-123.459957627119,36.8045081967213,4
"5",-123.448516949153,36.8045081967213,5
"6",-123.437076271186,36.8045081967213,6
"7",-123.42563559322,36.8045081967213,7
"8",-123.414194915254,36.8045081967213,8
"9",-123.402754237288,36.8045081967213,9
"10",-123.391313559322,36.8045081967213,10
"11",-123.379872881356,36.8045081967213,11
"12",-123.36843220339,36.8045081967213,12
"13",-123.356991525424,36.8045081967213,13
"14",-123.345550847458,36.8045081967213,14
"15",-123.334110169492,36.8045081967213,15
"16",-123.322669491525,36.8045081967213,16
"17",-123.311228813559,36.8045081967213,17
"18",-123.299788135593,36.8045081967213,18
"19",-123.288347457627,36.8045081967213,19
"20",-123.276906779661,36.8045081967213,20
"21",-123.265466101695,36.8045081967213,21
"22",-123.254025423729,36.8045081967213,22
"23",-123.242584745763,36.8045081967213,23
"24",-123.231144067797,36.8045081967213,24
"25",-123.21970338983,36.8045081967213,25
"26",-123.208262711864,36.8045081967213,26
"27",-123.196822033898,36.8045081967213,27
"28",-123.185381355932,36.8045081967213,28
"29",-123.173940677966,36.8045081967213,29
"30",-123.1625,36.8045081967213,30
"31",-123.151059322034,36.8045081967213,31
"32",-123.139618644068,36.8045081967213,32
"33",-123.128177966102,36.8045081967213,33
"34",-123.116737288136,36.8045081967213,34
"35",-123.105296610169,36.8045081967213,35
"36",-123.093855932203,36.8045081967213,36
"37",-123.082415254237,36.8045081967213,37
"38",-123.070974576271,36.8045081967213,38
"39",-123.059533898305,36.8045081967213,39
"40",-123.048093220339,36.8045081967213,40
"41",-123.036652542373,36.8045081967213,41
"42",-123.025211864407,36.8045081967213,42
"43",-123.013771186441,36.8045081967213,43
"44",-123.002330508475,36.8045081967213,44
"45",-122.990889830508,36.8045081967213,45
"46",-122.979449152542,36.8045081967213,46
"47",-122.968008474576,36.8045081967213,47
"48",-122.95656779661,36.8045081967213,48
"49",-122.945127118644,36.8045081967213,49
"50",-122.933686440678,36.8045081967213,50
"51",-122.922245762712,36.8045081967213,51
"52",-122.910805084746,36.8045081967213,52
"53",-122.89936440678,36.8045081967213,53
"54",-122.887923728814,36.8045081967213,54
"55",-122.876483050847,36.8045081967213,55
"56",-122.865042372881,36.8045081967213,56
"57",-122.853601694915,36.8045081967213,57
"58",-122.842161016949,36.8045081967213,58
"59",-122.830720338983,36.8045081967213,59
"60",-122.819279661017,36.8045081967213,60
"61",-122.807838983051,36.8045081967213,61
"62",-122.796398305085,36.8045081967213,62
"63",-122.784957627119,36.8045081967213,63
"64",-122.773516949153,36.8045081967213,64
"65",-122.762076271186,36.8045081967213,65
"66",-122.75063559322,36.8045081967213,66
"67",-122.739194915254,36.8045081967213,67
"68",-122.727754237288,36.8045081967213,68
"69",-122.716313559322,36.8045081967213,69
"70",-122.704872881356,36.8045081967213,70
"71",-122.69343220339,36.8045081967213,71
"72",-122.681991525424,36.8045081967213,72
"73",-122.670550847458,36.8045081967213,73
"74",-122.659110169492,36.8045081967213,74
"75",-122.647669491525,36.8045081967213,75
"76",-122.636228813559,36.8045081967213,76
"77",-122.624788135593,36.8045081967213,77
"78",-122.613347457627,36.8045081967213,78
"79",-122.601906779661,36.8045081967213,79
"80",-122.590466101695,36.8045081967213,80
"81",-122.579025423729,36.8045081967213,81
"82",-122.567584745763,36.8045081967213,82
"83",-122.556144067797,36.8045081967213,83
"84",-122.544703389831,36.8045081967213,84
"85",-122.533262711864,36.8045081967213,85
"86",-122.521822033898,36.8045081967213,86
"87",-122.510381355932,36.8045081967213,87
"88",-122.498940677966,36.8045081967213,88
"89",-122.4875,36.8045081967213,89
"90",-122.476059322034,36.8045081967213,90
"91",-122.464618644068,36.8045081967213,91
"92",-122.453177966102,36.8045081967213,92
"93",-122.441737288136,36.8045081967213,93
"94",-122.430296610169,36.8045081967213,94
"95",-122.418855932203,36.8045081967213,95
"96",-122.407415254237,36.8045081967213,96
"97",-122.395974576271,36.8045081967213,97
"98",-122.384533898305,36.8045081967213,98
"99",-122.373093220339,36.8045081967213,99
"100",-122.361652542373,36.8045081967213,100
"101",-122.350211864407,36.8045081967213,101
"102",-122.338771186441,36.8045081967213,102
"103",-122.327330508475,36.8045081967213,103
"104",-122.315889830508,36.8045081967213,104
"105",-122.304449152542,36.8045081967213,105
"106",-122.293008474576,36.8045081967213,106
"107",-122.28156779661,36.8045081967213,107
"108",-122.270127118644,36.8045081967213,108
"109",-122.258686440678,36.8045081967213,109
"110",-122.247245762712,36.8045081967213,110
"111",-122.235805084746,36.8045081967213,111
"112",-122.22436440678,36.8045081967213,112
"113",-122.212923728814,36.8045081967213,113
"114",-122.201483050847,36.8045081967213,114
"115",-122.190042372881,36.8045081967213,115
"116",-122.178601694915,36.8045081967213,116
"117",-122.167161016949,36.8045081967213,117
"118",-122.155720338983,36.8045081967213,118
"119",-122.144279661017,36.8045081967213,119
"120",-122.132838983051,36.8045081967213,120
"121",-122.121398305085,36.8045081967213,121
"122",-122.109957627119,36.8045081967213,122
"123",-122.098516949153,36.8045081967213,123
"124",-122.087076271186,36.8045081967213,124
"125",-122.07563559322,36.8045081967213,125
"126",-122.064194915254,36.8045081967213,126
"127",-122.052754237288,36.8045081967213,127
"128",-122.041313559322,36.8045081967213,128
"129",-122.029872881356,36.8045081967213,129
"130",-122.01843220339,36.8045081967213,130
"131",-122.006991525424,36.8045081967213,131
"132",-121.995550847458,36.8045081967213,132
"133",-121.984110169492,36.8045081967213,133
"134",-121.972669491525,36.8045081967213,134
"135",-121.961228813559,36.8045081967213,135
"136",-121.949788135593,36.8045081967213,136
"137",-121.938347457627,36.8045081967213,137
