station,MAE,MSE,RMSE,NSE,Bias,R2
47623.0,3.256696098543438,26.495624914546013,5.1473901070878645,0.3222524434021147,-2.3622947193399964,0.4652654084043127
34095.0,3.6620557260942905,29.28696968029586,5.411743682058109,0.6856458464001858,2.0849801642042762,0.7385998576086118
41832.0,5.811952443165819,62.16147308934416,7.8842547580189315,-0.0659684280445616,4.868981957077619,0.4592785010512511
30766.0,2.944604276030897,25.48071669646592,5.047842776520077,0.5672420570383223,-1.5095823929970524,0.6074668521467278
14069.0,2.993112054260116,22.669671055159725,4.761267799143388,0.4585229602951485,-2.276442078737335,0.5880286972289152
24661.0,2.4708660761515304,14.255936692040681,3.7757034698239584,0.7395077442676259,-0.11822838754364941,0.7500797401110756
26069.0,2.571869012659249,13.149151982131157,3.6261759447289865,0.7924337637616172,-0.3150121735081531,0.7961360917941247
29629.0,3.8589186398816326,33.79905634169015,5.813695583851131,0.4254670654887198,-3.343899948038954,0.6194097721629653
23278.0,2.8054517795399914,14.484588579486388,3.8058623962889655,0.5579843189068392,1.389241671562196,0.624685503433934
26157.0,4.273970344735353,34.095761098826664,5.839157567562864,0.28609476152818514,2.8669605105388443,0.5137131475141591
22168.0,3.7710613487111013,27.784285150167,5.271080074345959,0.5398471021414383,0.7629344160658985,0.5833475462841805
4853.0,3.5283427877397053,25.05218218669084,5.005215498526596,0.16396157015884105,1.821701869513929,0.35502721271869925
39518.0,5.2970508576897695,159.96609486496257,12.647770351526887,0.4654660630549924,-4.731237355940934,0.6884975701265803
18169.0,4.431208687528557,43.29483685635655,6.5798812190157765,0.4372186107145076,-3.3235637116505097,0.6768675994940702
30308.0,2.874522605219382,23.40311452654196,4.837676562828685,0.6607459243365054,-0.24709972183274193,0.735385957488139
17814.0,2.598244378449002,14.174848397389086,3.764949986040862,0.731212401138052,-0.6287544458000743,0.7731431107175439
6968.0,2.397378392397246,10.231483627284591,3.198669039973437,0.49591539647720495,1.129970908757324,0.5631694520999556
50936.0,2.6278409007757317,12.925709363858163,3.595234257160187,0.46529492570835884,-0.10630939169010725,0.4663093081186125
49293.0,2.4370247234807914,11.868785096073362,3.4451103169671304,0.5142559549410242,1.0034771259700028,0.5718158571479275
25349.0,4.571184747761282,50.44102381855915,7.1021844399141845,0.021079925310470204,2.0984808627690117,0.41671545355554723
27953.0,3.500264887943443,23.999492535852934,4.898927692449944,0.5238305366349636,1.0818586988241143,0.575692036719157
30168.0,2.855685012042522,17.154318281518588,4.141777188782442,0.6355676030114136,0.005498778522014492,0.6355735591643317
26539.0,3.6276917520165433,23.52727740145096,4.850492490608656,0.5820108384228017,-0.4026447585225107,0.6779541180545007
1131.0,1.8726627770658546,8.88184607721154,2.98024262052799,0.6013881467433484,-0.4601934379959707,0.6210432996690705
14301.0,2.5567751413678366,14.731428823575097,3.838154351192132,0.656577182039711,-0.6991707458193338,0.6714891256139801
46432.0,4.519137074344608,32.089181471305274,5.664731367973708,0.128503018482233,3.5808575902539856,0.5513630809665245
55906.0,2.759920160770416,16.85991796704093,4.106083044342982,0.22570938544614227,0.7345004702383474,0.3530905945405395
23072.0,2.887996301338321,20.18146659680015,4.49237872366079,0.3361731871073561,-0.3827857719483922,0.3754561485594183
45463.0,3.2526136556699505,26.520556174499433,5.149811275619665,0.4820720188879315,0.1490080351543089,0.5245436188105979
5361.0,4.777489647237432,36.81840441625479,6.067817104713589,-0.2585280007678099,4.131094718403664,0.4909205831085296
44333.0,3.6262201112705257,22.066457729721538,4.697494835518347,0.43933989779743465,-2.750951731073987,0.6889079011491798
46903.0,2.748307922398933,15.330620986624133,3.9154336907453984,0.6178121722364424,0.8442812019419447,0.639560958689541
34508.0,5.3819116172790515,66.23691015021176,8.138606155246226,-0.3817470121030899,3.4998184013366704,0.3109875933784433
48771.0,3.4537022920088343,17.222099884808884,4.149951793070479,0.7972685869764986,2.8072200844504627,0.9118473522669782
