station,MAE,MSE,RMSE,NSE,Bias,R2
47623.0,2.6032504170394395,16.005987384785005,4.000748353094082,0.590573203086858,-2.070630130083282,0.709650616132239
34095.0,2.757637971305503,21.043316598255345,4.587299488615861,0.7741297904703313,1.525281281282082,0.8048505892270761
41832.0,3.681712045379679,52.79719542694692,7.266167863939486,0.09461374357179164,3.031995995998898,0.6694626035996217
30766.0,2.2804173360099385,16.565780790821975,4.070108203822348,0.7186510370179461,-0.28569578313082034,0.7200407727846967
14069.0,1.8639469620653573,7.51459633373533,2.741276405934894,0.8205099064972177,-1.3295814031511592,0.8733616868747557
24661.0,2.075521548821917,7.253336235751966,2.6932018557382524,0.8674630816303147,1.1237646464663644,0.8930506397302814
26069.0,2.3938968013447472,10.163953756779724,3.1880956316866853,0.8395566779163648,-1.8820335016811076,0.900939591323733
29629.0,3.055882809858665,25.39995508449257,5.039836811295835,0.5682391075176838,-2.7238166160078032,0.7185273480085848
23278.0,2.1196531165328256,10.703495349411297,3.2716196828805297,0.6733691978212006,-0.7331415989183933,0.6912231274023816
26157.0,2.16398594173374,9.893316304145522,3.1453642561944273,0.79285136604177,-0.09586128048414685,0.8004429886689559
22168.0,2.692197662590241,15.705314885722773,3.9629931725556595,0.7398944720950251,-0.8669087059941066,0.7680987246792251
4853.0,2.75147002032612,14.992091793517448,3.8719622665410167,0.4996857044355356,1.1597986111127037,0.5488097560743826
39518.0,4.412214407063196,134.51442391101307,11.598035347032404,0.550513972040507,-3.8488144750228295,0.7895767998864816
18169.0,3.308525314302042,21.470262367625885,4.633601446782609,0.720912123455606,-0.007580699960347477,0.7620961788994691
30308.0,2.1476167176355747,9.092408302700761,3.0153620516781663,0.8681954672832336,0.14452497451651447,0.8688050128391456
17814.0,2.3373986625518532,9.379575874589781,3.0626093245123154,0.822141753689668,1.2851668381360097,0.8583108926618903
6968.0,2.245984817114698,9.22181745303151,3.0367445485307965,0.545659616541389,1.3741518288461698,0.7114079170723231
50936.0,2.695710107271859,10.913508925221839,3.303560038083437,0.548534750676043,2.0646201107138107,0.7339710006852618
49293.0,1.800416926267393,6.593058157286015,2.567695105982409,0.7301713096407225,-0.8965924195143306,0.7681006037177618
25349.0,3.0328715818644865,17.34089616685535,4.1642401668077875,0.6634614033231508,1.2414693665666692,0.6939817206545495
27953.0,3.923595880927836,20.18815433694053,4.4931230048753985,0.5994505882742882,3.6616315334028067,0.8671582461946294
30168.0,2.14409184027479,10.415601934170958,3.2273211699753337,0.7787272734097331,-0.30172378470916744,0.804660506504137
26539.0,3.162852951388852,13.785467034849367,3.7128785375836584,0.7550853118477945,-2.836456770833019,0.899014847806519
1131.0,2.316017350157202,9.734209095339786,3.1199694061544556,0.5631346125850305,1.663586926043429,0.704019325000252
14301.0,1.6807723104050794,5.1237961009599715,2.2635803721007948,0.8805527612617159,0.01142804233227483,0.8931661815154349
46432.0,2.6651031238695424,9.92354896861362,3.150166498554262,0.7304903841245054,2.075433972225453,0.8556468312483746
55906.0,2.7473069892462374,12.906924984308503,3.5926209074029094,0.40725032603140476,1.9677073476739781,0.5862483334370743
23072.0,2.7151550091104935,12.247478645151732,3.4996397879141408,0.5971450005387187,1.6337775956322405,0.6944589297466273
45463.0,2.631887514728269,17.192093857780954,4.1463349910229095,0.6642503873500403,0.6184705535991757,0.6717710268793878
5361.0,2.547595492290034,10.749049417673117,3.2785742965004037,0.6325756129777821,1.6714400948966794,0.7311010985677026
44333.0,2.958470695983883,14.542770520355349,3.8134984620890235,0.6305002231840418,-0.1253931623992678,0.6321976015761367
46903.0,1.1864299065813086,2.263100680645572,1.504360555400723,0.9435815722076225,0.5772938734143324,0.9567181615061324
34508.0,5.312102777776331,112.03970110619352,10.584880779025974,-1.3372243948174454,3.5007105555536615,0.32280458228514913
48771.0,3.0358414141369683,16.854182448780648,4.105384567708688,0.8015995583551853,1.697827272750306,0.8751440048541774
