"Id","apply(Full_grid[, 2:327], 1, mean)"
10473,8.46780915100994
10474,8.41876072101054
10475,8.42605161276559
10476,8.37017851036781
10477,8.37172061327316
10478,8.37257578031495
10479,8.37143459165003
10480,8.16362156403042
10481,7.68756429059045
10482,7.04715413839608
10483,6.69892642050412
10484,5.53709105088449
10485,7.31832064588408
10486,5.15530737033426
10487,3.74069646496001
10488,4.1377790966857
10489,4.36050884244825
10490,4.63850218570724
10491,3.49095465043224
10492,1.98439452735941
10493,0.630203866262922
10494,1.601009742126
10495,0.786204363054181
10496,1.54824075283909
10497,0.93613131270225
10498,0.225007961410497
10499,0.784459807904046
10500,1.43154586493879
10501,1.88718008104671
10502,NA
10503,NA
10504,NA
10505,NA
10506,NA
10507,NA
10508,1.1456194278737
10509,-0.983347445119884
10510,-1.58855752802697
10511,-0.875984635437703
10512,-1.15456486153545
10513,1.12614999653335
10514,2.2398445705317
10515,2.42575917816886
10516,3.9877374006489
10517,4.01638194127734
10518,3.45638127092403
10519,3.1701652787976
10520,1.36533762669696
10521,-0.258953583495876
10522,NA
10523,NA
10524,NA
10525,NA
10526,NA
10527,NA
10528,NA
10529,NA
10530,NA
10531,NA
10532,NA
10533,8.47090561718658
10534,7.48371633122374
10535,NA
10536,7.91461220578289
10537,8.33269225819804
10538,8.93988224223824
10539,9.03107208463545
10540,9.03486450172433
10541,8.6192986078854
10709,8.43631439532669
10710,8.45211619344285
10711,8.41731577592138
10712,8.36936381902287
10713,8.37065492552688
10714,8.36900580757675
10715,8.38693260070664
10716,8.10069603789209
10717,7.53953743680599
10718,6.83118494313097
10719,7.13735417278621
10720,7.12715501838067
10721,5.68791082716932
10722,4.57477684293725
10723,4.73366120782236
10724,3.54965639480149
10725,3.21990409716214
10726,3.79878850358268
10727,3.37812426595406
10728,2.3851235520669
10729,1.65219302602545
10730,0.290022356181483
10731,-0.424473386106593
10732,-0.0740687574515844
10733,-0.387043444800018
10734,1.21473868208214
10735,2.40713090985949
10736,3.20264723004155
10737,NA
10738,NA
10739,NA
10740,NA
10741,NA
10742,NA
10743,NA
10744,NA
10745,-0.925672882102204
10746,-2.41046817875256
10747,-1.45364161306114
10748,0.430463668469314
10749,0.782890575363447
10750,-0.00163221323766712
10751,2.22017301837623
10752,3.09368201166635
10753,4.50844972205084
10754,4.32523968758203
10755,3.28091765542021
10756,2.42236114860161
10757,2.39752960869536
10758,NA
10759,NA
10760,NA
10761,NA
10762,NA
10763,NA
10764,NA
10765,NA
10766,NA
10767,8.5889992365123
10768,7.78107305424833
10769,7.66546867798777
10770,7.6763806508655
10771,6.96317876491708
10772,7.99159779170504
10773,8.74922205693433
10774,9.0088151107055
10775,9.11527635747245
10776,8.76507025260006
10777,7.43639765345629
10945,7.69285813805637
10946,7.69576264922415
10947,7.6603672188876
10948,7.82573463021231
10949,8.26882324827668
10950,8.36861903786195
10951,8.26385702183457
10952,8.05533676823408
10953,7.41250973800405
10954,7.14869219965264
10955,5.13756546455832
10956,7.38022673069363
10957,5.62052880923681
10958,5.31868320296393
10959,4.42652619497774
10960,3.59441184990035
10961,3.24300504617025
10962,2.18492622111218
10963,1.74287107291506
10964,1.39257913644903
10965,1.26107143706059
10966,0.295151057718934
10967,-0.0764379993518953
10968,-0.0714246046292996
10969,0.350923059232763
10970,2.42072227793622
10971,3.96326749641076
10972,NA
10973,NA
10974,NA
10975,NA
10976,NA
10977,NA
10978,NA
10979,NA
10980,NA
10981,NA
10982,-1.82097478136704
10983,-0.0515443822224349
10984,-0.450606821929754
10985,-1.37843987377755
10986,-0.327069859397936
10987,1.64135120810022
10988,3.48529090011887
10989,7.91694786785366
10990,7.2661103924822
10991,6.86354491851178
10992,6.63323107920727
10993,4.36467234947779
10994,4.97601460635062
10995,NA
10996,NA
10997,NA
10998,NA
10999,NA
11000,9.09129755621912
11001,9.04594976796476
11002,8.48489600685229
11003,7.6253372936822
11004,5.70715422941653
11005,7.44228480430696
11006,8.32444278630088
11007,9.03993023968404
11008,9.10946335624093
11009,8.44595486723542
11010,14.6405130513605
11011,8.89768323530593
11012,7.83987875159218
11013,6.21507531219485
11181,7.69717755021958
11182,7.6993356131936
11183,7.67173610422932
11184,7.65201983802474
11185,7.57867247620748
11186,7.60953649527082
11187,7.62244651557686
11188,7.35426249975604
11189,5.46043726985895
11190,5.55259865173665
11191,7.08117809969682
11192,7.81251252757497
11193,5.2028983992995
11194,4.27069212017954
11195,5.27986601018479
11196,3.25109542157434
11197,2.17001420592294
11198,2.11163632965681
11199,2.09644650641575
11200,2.50391835016462
11201,2.17673409174015
11202,1.89423839884993
11203,1.00590660942877
11204,0.403099135167579
11205,2.37172225356586
11206,3.82487700687885
11207,4.41820592489229
11208,NA
11209,NA
11210,NA
11211,NA
11212,NA
11213,NA
11214,NA
11215,NA
11216,NA
11217,NA
11218,0.17010980137645
11219,NA
11220,NA
11221,NA
11222,NA
11223,5.2928754426024
11224,NA
11225,7.48197360978627
11226,7.67410367004327
11227,7.53305674726569
11228,7.28835644512548
11229,4.9167934080278
11230,4.95413529315426
11231,NA
11232,NA
11233,NA
11234,NA
11235,NA
11236,8.74642034591606
11237,6.81433029769034
11238,9.00934855472841
11239,9.0083587940877
11240,9.12466519137408
11241,9.23106444073294
11242,9.27108032555156
11243,9.276719909903
11244,9.27285141435139
11245,9.09941324760101
11246,8.83605242098735
11247,7.72631077274185
11248,6.32720502168763
11249,5.82637328345979
11417,7.66902226400052
11418,7.67772981537207
11419,7.66804172466566
11420,7.64170318826574
11421,7.66303446236712
11422,7.61680009064958
11423,7.56702203828693
11424,6.9581290233135
11425,6.80919110986828
11426,7.2714524184564
11427,7.30398002646885
11428,7.21493345368473
11429,4.70606282013635
11430,3.30527357940111
11431,4.10849941466229
11432,4.4850438754747
11433,3.80828057380859
11434,3.56876484886981
11435,3.36289900133598
11436,3.44042762223339
11437,3.27230256874023
11438,1.63760160494448
11439,0.563907693095499
11440,1.80840819343455
11441,3.76963580542529
11442,4.64487266883121
11443,3.98466973796002
11444,2.71104374008686
11445,1.883256197285
11446,0.814169922129778
11447,0.662161623350219
11448,NA
11449,NA
11450,NA
11451,NA
11452,NA
11453,NA
11454,2.11734222911753
11455,NA
11456,NA
11457,NA
11458,NA
11459,6.66408123777256
11460,NA
11461,7.38146715320128
11462,7.67406988661971
11463,7.74020266546046
11464,7.65169958896616
11465,7.57865770653689
11466,7.97407514155393
11467,8.27893534198404
11468,8.4639088733884
11469,8.76786780633491
11470,8.9092695486911
11471,9.04059797986405
11472,8.96628761709633
11473,9.41139868965428
11474,9.43995711909213
11475,9.41884026514668
11476,9.40073262230689
11477,9.43373891524974
11478,9.34581103530204
11479,9.37317790042562
11480,9.34985325357953
11481,8.89943793062729
11482,7.71899146213615
11483,6.4330185707556
11484,5.6954211536548
11485,5.85987357148241
11653,7.7790523125377
11654,7.78182366852532
11655,7.77185388054623
11656,7.77518859841936
11657,7.74192903175805
11658,7.71773878277796
11659,7.66996817361798
11660,7.16122151244536
11661,7.38125903267169
11662,7.36670965117468
11663,7.16398151064929
11664,7.55526855405736
11665,4.76605174346522
11666,4.13795341418119
11667,3.18706087763996
11668,3.5437808247634
11669,3.82498899833964
11670,4.00919057275605
11671,3.3378776727356
11672,2.79498960512949
11673,1.57512283510493
11674,1.76190039425948
11675,3.07251043236064
11676,4.16896555755799
11677,4.81146478599801
11678,4.16286981270472
11679,3.65817711033572
11680,2.88827753824099
11681,1.53517167700441
11682,-0.0541336115178935
11683,-0.988660955664019
11684,-0.796209309981298
11685,-1.86800182279189
11686,-2.35664361964158
11687,-0.781215727732855
11688,0.88003948343176
11689,2.77425776957523
11690,2.84515849484475
11691,3.32976577465215
11692,NA
11693,NA
11694,6.77289326942767
11695,7.02565919324376
11696,NA
11697,7.48400355852017
11698,7.60812385714847
11699,7.87526161001697
11700,7.96513425186794
11701,7.99734875931888
11702,8.23300155103311
11703,8.43341446159512
11704,8.62874871430067
11705,8.89638505180876
11706,9.06517301793814
11707,9.26866392181221
11708,9.38641406961395
11709,9.47649852102419
11710,9.54200552786393
11711,9.48972596495573
11712,9.46948034288883
11713,9.6458235985691
11714,9.3726449668284
11715,9.388815349457
11716,9.17206370120383
11717,8.3626426584905
11718,6.92224756457797
11719,5.98523899571101
11720,5.64669352834077
11721,5.60529400317371
11889,7.93842267001671
11890,7.93443050622498
11891,7.94129485760254
11892,7.9617800694729
11893,7.91617307508108
11894,7.86625182553299
11895,7.84125434280635
11896,7.64704278065745
11897,7.73885228070447
11898,7.77324271345748
11899,7.73852631786636
11900,5.64051673230239
11901,5.34561598152595
11902,5.85058403545947
11903,5.06271382880295
11904,4.60347530658307
11905,3.20577292190255
11906,2.2159409586064
11907,1.69252492911445
11908,1.92996486234046
11909,3.11028091341493
11910,4.02811586645656
11911,5.03393470252249
11912,5.03159502679231
11913,4.49825531992652
11914,3.66290564344348
11915,3.24372909960657
11916,2.49774597801872
11917,2.29054315694828
11918,1.07333071174478
11919,-0.0434160534855523
11920,-1.24905248288158
11921,-2.06894391379501
11922,-1.36147303155646
11923,0.541673227812533
11924,1.82652811183851
11925,1.70073255078125
11926,3.43787259195644
11927,4.55276286827995
11928,6.69339047496162
11929,7.08460476802828
11930,7.18771703734802
11931,7.38566301357969
11932,7.6130597520424
11933,7.68425569218217
11934,7.87961006414015
11935,8.14101751572299
11936,8.21660313769121
11937,8.19471929507649
11938,8.33364364335187
11939,8.45608065657253
11940,8.65445337055136
11941,8.98756519871987
11942,9.23093165652867
11943,9.34441747207291
11944,9.50260375301234
11945,9.5405879383099
11946,9.57451292050965
11947,9.46160289094924
11948,9.54693650956397
11949,9.51571736736603
11950,9.40166641521228
11951,9.13055070971571
11952,8.13407443610002
11953,7.08068006870138
11954,6.59032296739528
11955,6.13742937307799
11956,5.81081921490274
11957,NA
12125,7.9375570596543
12126,7.95175694660322
12127,7.96141931503911
12128,7.9592478742907
12129,7.937736171426
12130,7.91710918066662
12131,7.86015037996992
12132,7.74819453107181
12133,NA
12134,NA
12135,6.87031929903668
12136,5.19500424781871
12137,4.30908931922194
12138,5.06598824983988
12139,5.54257075657611
12140,5.42547182876633
12141,4.06596835606101
12142,3.50117278318118
12143,3.37809340886472
12144,4.08224239197988
12145,4.90337934267557
12146,4.81087433072616
12147,4.74349420663274
12148,3.69875856824411
12149,4.19745774733146
12150,3.70643943903003
12151,2.56836935513267
12152,2.40245183655106
12153,0.932452955505208
12154,0.626166809303218
12155,-0.549102500261596
12156,-1.30519471103095
12157,-1.06120855163173
12158,1.15585956502804
12159,2.8592387234535
12160,1.83728075444534
12161,NA
12162,NA
12163,NA
12164,NA
12165,7.28400318642946
12166,7.44583364995586
12167,7.61218912895244
12168,7.83236905667709
12169,8.08304030599527
12170,8.1744169435014
12171,8.13750311437648
12172,8.19273164091173
12173,8.20532381050112
12174,8.34244603542944
12175,8.4942985745361
12176,8.70081792716519
12177,8.97309330455324
12178,9.19471757499418
12179,9.29635016648682
12180,9.5199184249834
12181,9.47450252980481
12182,9.44565490945581
12183,9.53239670955698
12184,9.50559082554876
12185,9.45678498389747
12186,9.18047171108143
12187,8.21919999690352
12188,7.32276054325323
12189,7.04194306559222
12190,6.86508209144643
12191,6.53430372165388
12192,3.90898217412485
12193,NA
12361,7.9358468083607
12362,7.95651346550093
12363,7.95590705330004
12364,7.94647516432128
12365,7.90224407890644
12366,7.91008272655975
12367,7.90694881516001
12368,7.38180453452803
12369,NA
12370,NA
12371,5.10958285461284
12372,4.48971723952053
12373,4.41548440512349
12374,3.23256536724741
12375,3.91966848812973
12376,4.71148489991666
12377,5.5701126946445
12378,5.4188750125552
12379,5.35789755618374
12380,5.26311531670195
12381,4.44148700383274
12382,3.67154428822107
12383,4.36523532994387
12384,3.29431599056389
12385,3.31328840533884
12386,3.37423178678538
12387,2.0464429863874
12388,0.62835044382417
12389,0.265759946512261
12390,-1.66221519064116
12391,-1.70324634396789
12392,-0.651493178881541
12393,0.899741178507328
12394,2.81207929537224
12395,2.71463912592985
12396,3.07042144809607
12397,NA
12398,NA
12399,NA
12400,NA
12401,7.52012079135696
12402,7.64385956829466
12403,7.85093162244158
12404,8.02784339765021
12405,8.17891870812618
12406,8.19795958443329
12407,8.25069364199491
12408,8.3078997362426
12409,8.27119842119943
12410,8.4069358653595
12411,8.56849982323487
12412,8.72048847155947
12413,9.00585507368053
12414,9.2394074257811
12415,9.36317652076855
12416,9.54326229363149
12417,9.52162415547086
12418,9.57795149169885
12419,9.36784128726645
12420,9.25899059646402
12421,9.33469067064774
12422,8.67037135308912
12423,7.94338211230576
12424,7.9062536302007
12425,7.88175803162746
12426,7.48467733636248
12427,4.8957269198056
12428,NA
12429,NA
12597,7.92802450123734
12598,7.9566302468662
12599,7.95769336481102
12600,7.95380529433658
12601,7.93799996985221
12602,7.93666293395322
12603,7.95602806292838
12604,7.46389338302543
12605,NA
12606,6.79337495484038
12607,5.30006300413508
12608,6.20862000558164
12609,5.63134460151241
12610,3.58896911746019
12611,3.41629449474563
12612,4.40852828149217
12613,3.92172510487497
12614,4.87052539794679
12615,4.78456019372628
12616,4.44643925951804
12617,4.1058833743466
12618,3.1877077967709
12619,3.60306177926823
12620,2.77535292932528
12621,1.91860214726413
12622,2.89555068349921
12623,2.07518241282584
12624,0.544055315740015
12625,-1.43698608581868
12626,-1.76109740378133
12627,-0.845766112623155
12628,0.68717937996336
12629,2.47744993574513
12630,2.0010479583632
12631,1.01736434025288
12632,2.88481370951638
12633,NA
12634,NA
12635,NA
12636,7.33754904816715
12637,7.72579710316626
12638,7.86024506284796
12639,8.0146082827841
12640,8.08353186807914
12641,8.19537463858775
12642,8.28927906554084
12643,8.36237721146519
12644,8.35603660461181
12645,8.34662977948201
12646,8.45677804612509
12647,8.52752869514909
12648,8.69839116735706
12649,8.94638838016954
12650,9.21102289222758
12651,9.24573823644702
12652,9.20492400339522
12653,11.525318874337
12654,9.5725701828624
12655,9.50093911909165
12656,9.47921777440121
12657,8.65265973312267
12658,7.6155359432277
12659,8.24896469484886
12660,8.35540489072299
12661,8.14468401442992
12662,7.5788841474315
12663,4.63575138190402
12664,NA
12665,NA
12833,7.93345873710549
12834,7.96004845047635
12835,7.96089115243365
12836,7.93926902711829
12837,7.93911007836778
12838,7.9397959938374
12839,7.91053200101475
12840,7.59779454986316
12841,4.82201488726957
12842,6.52985100532094
12843,6.46419892643251
12844,5.78910081299862
12845,3.71589828818569
12846,5.60023605364679
12847,4.50479552390706
12848,4.3075976133766
12849,3.62138517185931
12850,4.45029986383566
12851,4.37958536044847
12852,3.80125511757278
12853,3.28839303797933
12854,3.18532886278938
12855,3.3243576731845
12856,2.56594274131738
12857,1.29526720057812
12858,1.9748880623519
12859,2.54009202120969
12860,1.19813634082434
12861,-0.850402495176091
12862,-1.17040741706847
12863,0.336356092165655
12864,1.39429415808483
12865,0.813623210455666
12866,0.349697000802496
12867,1.76674677931253
12868,4.03511501771903
12869,4.81353858225078
12870,NA
12871,4.83297654350144
12872,7.53959862819822
12873,7.94633799106795
12874,8.00220781811853
12875,8.01980431953048
12876,8.17442991992444
12877,8.21999985596715
12878,8.29775091359881
12879,8.38478064803057
12880,8.3994671615947
12881,8.46231425095566
12882,8.50267414562873
12883,8.52639302460335
12884,8.65331585331968
12885,8.90854544070595
12886,9.17666608032262
12887,9.24410184972199
12888,9.29931991257872
12889,9.54749761029234
12890,9.550143574019
12891,9.51450760928549
12892,9.47158873268158
12893,8.54609440806971
12894,8.55237061924778
12895,8.4878138694289
12896,8.50489333935979
12897,8.24933042079303
12898,7.57791009225851
12899,4.8198376009019
12900,NA
12901,NA
13069,7.94307630500924
13070,7.94114162229161
13071,7.96094961359762
13072,7.93407149492653
13073,7.92504916055401
13074,7.94737149639879
13075,7.8721345230077
13076,7.77649055095963
13077,5.15806054874738
13078,5.30240266795807
13079,4.74442060229925
13080,6.193911743106
13081,6.48956649274698
13082,6.64773985604084
13083,NA
13084,NA
13085,3.96554555275406
13086,3.53643535909137
13087,3.44430838506353
13088,4.00204268368477
13089,4.07618479765483
13090,3.83968999586634
13091,2.9717878940998
13092,2.60095907724614
13093,1.36976488293704
13094,0.309676948200997
13095,0.731432559368856
13096,-0.00169892812818718
13097,-1.01647578375621
13098,0.0323575737124291
13099,0.416103189690634
13100,-0.817095970500091
13101,-0.781022628458355
13102,1.03839888475229
13103,3.13209067976066
13104,4.5828973811344
13105,5.17526903645159
13106,4.89655632869452
13107,7.28085197709953
13108,7.87583230793213
13109,8.01650662641935
13110,8.08885223773669
13111,8.10277962442894
13112,8.24992878475185
13113,8.30668627662025
13114,8.3339502783973
13115,8.45122964095238
13116,8.42725741874832
13117,8.47343485448773
13118,8.54532442885833
13119,8.56087290203515
13120,8.69937326345547
13121,8.9134130444949
13122,9.23530750806067
13123,10.005407377379
13124,9.50044694523193
13125,9.56999001656594
13126,9.53540892264094
13127,9.55954869454532
13128,9.62565541454129
13129,9.34269562334467
13130,8.95233746919676
13131,8.85904700517034
13132,8.81975183569371
13133,8.2056372355826
13134,7.32832956573679
13135,6.39338249532579
13136,NA
13137,NA
13305,7.95150879994843
13306,7.9429616156011
13307,7.94135786025387
13308,7.9586448573428
13309,7.94764347257805
13310,7.91287672528695
13311,7.93036069068574
13312,7.74148272086286
13313,6.98770067649485
13314,6.33851413575196
13315,6.50331919590918
13316,6.57657696327434
13317,6.36921356514722
13318,4.18165012682802
13319,NA
13320,NA
13321,4.70158378744264
13322,4.20951852049243
13323,NA
13324,NA
13325,NA
13326,NA
13327,1.0271792224413
13328,0.969495140362229
13329,0.733680342049599
13330,-0.636400265538786
13331,-0.688727828327074
13332,-1.14605364533018
13333,-0.557143282012324
13334,-0.119370513997413
13335,-1.72910155935207
13336,-2.00019188770215
13337,-0.421091210717041
13338,1.81589123246576
13339,2.92883792551085
13340,4.52147097328872
13341,5.04509059732444
13342,7.91060118230089
13343,7.68967672434175
13344,7.96894687025929
13345,8.0968189578752
13346,8.16483954274001
13347,8.21800630285176
13348,8.38245583626755
13349,8.39160536584719
13350,8.44222512691996
